@RELATION BearingFaultTrainingDataset

@ATTRIBUTE Motor_Load_(HP) REAL
@ATTRIBUTE Time REAL
@ATTRIBUTE Amplitude REAL
@ATTRIBUTE Raw/Envelope_Spectrum REAL
@ATTRIBUTE Frequency REAL
@ATTRIBUTE pk_pk1 REAL
@ATTRIBUTE pk_pk2 REAL
@ATTRIBUTE pk_pk3 REAL
@ATTRIBUTE pk_pk4 REAL
@ATTRIBUTE pk_pk5 REAL
@ATTRIBUTE pk_pk6 REAL
@ATTRIBUTE pk_pk7 REAL
@ATTRIBUTE pk_pk8 REAL
@ATTRIBUTE pk_pk9 REAL
@ATTRIBUTE pk_pk10 REAL
@ATTRIBUTE Kur REAL
@ATTRIBUTE SF REAL
@ATTRIBUTE E REAL
@ATTRIBUTE MF REAL
@ATTRIBUTE S REAL
@ATTRIBUTE CF REAL
@ATTRIBUTE rdate REAL
@ATTRIBUTE hourlocal REAL
@ATTRIBUTE minlocal REAL
@ATTRIBUTE daylocal REAL
@ATTRIBUTE rxasp REAL
@ATTRIBUTE rxhep REAL
@ATTRIBUTE dasp14 REAL
@ATTRIBUTE dasplt REAL
@ATTRIBUTE dlh14 REAL
@ATTRIBUTE dmh14 REAL
@ATTRIBUTE dhh14 REAL
@ATTRIBUTE ondrug REAL
@ATTRIBUTE dsch REAL
@ATTRIBUTE divh REAL
@ATTRIBUTE dap REAL
@ATTRIBUTE doac REAL
@ATTRIBUTE dgorm REAL
@ATTRIBUTE dster REAL
@ATTRIBUTE dcaa REAL
@ATTRIBUTE dhaemd REAL
@ATTRIBUTE dcarend REAL
@ATTRIBUTE dthromb REAL
@ATTRIBUTE dmajnch REAL
@ATTRIBUTE dmajnchd REAL
@ATTRIBUTE dmajnchx REAL
@ATTRIBUTE dside REAL
@ATTRIBUTE dsided REAL
@ATTRIBUTE dsidex REAL
@ATTRIBUTE ddiagisc REAL
@ATTRIBUTE ddiagha REAL
@ATTRIBUTE ddiagun REAL
@ATTRIBUTE dnostrk REAL
@ATTRIBUTE dnostrkx REAL
@ATTRIBUTE drsisc REAL
@ATTRIBUTE drsiscd REAL
@ATTRIBUTE drsh REAL
@ATTRIBUTE drshd REAL
@ATTRIBUTE drsunk REAL
@ATTRIBUTE drsunkd REAL
@ATTRIBUTE dpe REAL
@ATTRIBUTE dped REAL
@ATTRIBUTE dalive REAL
@ATTRIBUTE dalived REAL
@ATTRIBUTE dplace REAL
@ATTRIBUTE ddead REAL
@ATTRIBUTE ddeadd REAL
@ATTRIBUTE ddeadc REAL
@ATTRIBUTE ddeadx REAL
@ATTRIBUTE fdead REAL
@ATTRIBUTE flastd REAL
@ATTRIBUTE fdeadd REAL
@ATTRIBUTE fdeadc REAL
@ATTRIBUTE fdeadx REAL
@ATTRIBUTE frecover REAL
@ATTRIBUTE fdennis REAL
@ATTRIBUTE fplace REAL
@ATTRIBUTE fap REAL
@ATTRIBUTE foac REAL
@ATTRIBUTE IF1 REAL
@ATTRIBUTE IF2 REAL
@ATTRIBUTE IF3 REAL
@ATTRIBUTE IF4 REAL
@ATTRIBUTE IF5 REAL
@ATTRIBUTE IF6 REAL
@ATTRIBUTE IF7 REAL
@ATTRIBUTE IF8 REAL
@ATTRIBUTE IF9 REAL
@ATTRIBUTE IF10 REAL
@ATTRIBUTE Skew1 REAL
@ATTRIBUTE Skew2 REAL
@ATTRIBUTE Skew3 REAL
@ATTRIBUTE Skew4 REAL
@ATTRIBUTE Skew5 REAL
@ATTRIBUTE Skew6 REAL
@ATTRIBUTE Skew7 REAL
@ATTRIBUTE Skew8 REAL
@ATTRIBUTE Skew9 REAL
@ATTRIBUTE Skew10 REAL
@ATTRIBUTE Approx_Motor_Speed_(rpm) REAL
@ATTRIBUTE Fault_Diameter REAL
@ATTRIBUTE Inner_Race REAL
@ATTRIBUTE Ball REAL
@ATTRIBUTE Angle_of_contact_(α) REAL
@ATTRIBUTE Pitch_diameter_(Pd) REAL
@ATTRIBUTE Number_of_balls REAL
@ATTRIBUTE Number_of_rows REAL
@ATTRIBUTE Ball_diameter REAL
@ATTRIBUTE Outer_Race_Centered REAL
@ATTRIBUTE Outer_Race_Orthogonal REAL
@ATTRIBUTE Outer_Race_Opposite REAL
@ATTRIBUTE BearingConditions {Healthy,Inner_race_defect,Outer_race_defect,Ball_defect}

@DATA
20,33,2,1,59,1,1,2,2,1,1,150,2,2,2,2,2,3,1,1,0,2,99,99,3,2,2,2,2,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,20,5,1,1,0,1,1,1,1,1,1,1,2,4,2,1,240,307,7,27,198,1,2,2,0,307,0.6401,0.1468,0.0736,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
2,40,2,1,84,2,1,2,2,1,1,200,2,2,2,1,1,1,1,1,0,2,99,99,6,2,3,2,2,2,1,1,14,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,15,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,31,184,5,14,1,1,2,2,0,184,0.6613,0.2236,0.0506,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
11,10,2,1,79,1,1,1,1,1,1,140,2,2,2,2,2,3,1,1,1,2,99,99,7,2,2,2,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,2,12,11,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,122,2,1,1,1,1,1,1,61,1,7,27,1,1,2,1,1,122,0.8416,0.3728,0.1193,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
4,5,2,2,61,2,1,1,1,1,1,170,1,1,2,1,1,1,1,1,0,2,99,99,1,2,2,1,1,1,1,1,13,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,13,1,1,1,0,1,1,1,1,1,1,2,1,2,1,2,57,214,7,27,1,11,1,1,0,214,0.2341,0.0318,0.0128,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
5,16,2,1,57,1,1,2,2,1,1,120,1,2,2,1,1,1,2,1,0,2,99,99,1,2,3,2,2,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,43,185,6,19,1,1,2,2,0,185,0.3534,0.0558,0.0262,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
20,29,2,1,43,1,1,2,2,1,1,170,2,1,1,1,1,1,1,1,0,2,99,99,2,2,2,2,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,0,1,1,1,1,1,1,1,2,2,2,1,234,262,7,27,11,1,2,2,0,262,0.1234,0.0132,0.0093,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
20,43,2,1,79,1,1,2,2,1,1,132,2,2,2,1,1,1,1,2,0,2,99,99,3,2,3,2,1,2,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,1,1,2,1,18,1,1,1,1,1,1,1,233,196,7,27,196,1,2,2,1,18,0.7034,0.2368,0.0634,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
16,21,2,2,76,1,1,2,2,1,1,140,1,2,1,2,3,3,1,1,0,24,99,99,6,2,2,2,2,1,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,10,2,1,1,0,1,1,1,1,1,1,1,1,2,2,1,123,298,5,14,1,1,2,2,0,298,0.7191,0.1806,0.0521,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
2,47,2,1,79,1,1,2,1,1,1,220,2,1,1,2,1,1,1,1,0,24,99,99,6,2,3,2,2,2,1,1,14,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,24,214,5,14,1,1,2,2,0,214,0.4986,0.1335,0.0321,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
4,29,2,2,33,1,1,2,2,1,1,140,1,1,1,1,1,1,2,1,0,24,99,99,6,2,3,1,1,1,1,1,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,0,1,1,1,1,1,1,2,1,2,3,1,52,522,7,27,1,1,1,1,0,522,0.1621,0.006,0.0062,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
15,20,2,1,62,1,1,2,2,1,1,150,2,2,2,2,1,1,1,1,0,24,99,99,2,2,2,2,2,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,21,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,23,211,5,14,1,1,2,2,0,211,0.4595,0.0964,0.041,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
11,34,2,1,80,1,1,2,2,1,1,135,1,1,1,1,1,1,2,1,1,24,99,99,6,2,2,2,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,86,5,1,1,1,1,1,1,48,1,7,27,1,1,2,1,1,86,0.4011,0.1063,0.0235,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
1,11,2,1,48,2,1,2,2,1,1,140,2,2,2,1,2,1,1,1,0,24,99,99,7,2,3,2,2,2,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,10,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,30,203,7,27,1,1,2,2,0,203,0.3682,0.0448,0.0291,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
15,10,2,2,84,1,1,1,1,1,1,150,2,2,2,1,2,2,1,1,0,24,99,99,1,1,3,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,13,1,1,1,0,1,2,1,20,2,1,1,1,1,1,1,0,190,5,14,1,1,2,2,1,20,0.8655,0.3284,0.087,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
6,36,2,1,76,1,1,1,1,1,1,160,2,2,2,1,1,1,1,1,0,24,99,99,2,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,26,2,1,1,1,1,1,1,18,427,7,27,1,11,1,2,1,26,0.5326,0.1552,0.0421,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
10,24,2,2,78,1,1,2,2,1,1,150,2,2,2,1,1,2,1,1,0,24,99,99,2,2,1,2,2,1,1,1,14,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,15,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,31,206,5,14,1,1,2,2,0,206,0.727,0.1914,0.0536,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
17,30,1,2,82,2,1,2,1,1,1,150,2,2,2,1,1,2,1,1,0,24,99,99,2,2,2,2,2,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,4,1,2,1,16,4,1,1,1,1,1,1,31,31,1,3,1,1,2,2,1,16,0.9121,0.4445,0.1708,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
10,10,2,2,70,2,1,2,1,1,1,145,2,2,2,2,1,1,1,1,0,24,99,99,3,1,2,1,1,1,1,2,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,30,237,5,14,1,1,2,2,0,237,0.6338,0.13,0.0444,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,22,2,1,62,1,1,1,1,1,1,150,1,2,2,1,1,1,1,1,0,24,99,99,4,2,3,2,2,2,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,12,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,34,197,7,27,1,1,2,2,0,197,0.2722,0.0547,0.0213,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
6,15,2,2,74,1,1,1,1,1,1,90,2,2,2,1,1,1,1,1,0,24,99,99,4,1,2,1,1,2,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,37,1,1,1,1,1,1,1,20,1385,7,27,1,11,2,1,1,37,0.6829,0.1238,0.0356,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
1,11,1,1,53,1,1,2,1,1,1,150,2,1,1,1,3,2,1,1,0,24,99,99,6,1,3,1,2,2,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,23,2,1,1,1,1,1,1,32,82,7,27,1,1,2,2,1,23,0.5478,0.108,0.0732,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
5,7,1,1,40,1,1,2,2,1,1,120,2,2,2,2,2,3,1,1,0,24,99,99,6,1,2,1,1,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,2,32,186,6,19,1,1,2,2,0,186,0.7969,0.1236,0.1354,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
6,43,2,2,52,1,1,2,1,1,1,155,2,2,2,1,1,1,1,1,0,24,99,99,6,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,18,196,7,27,1,1,2,2,0,196,0.3529,0.0359,0.0203,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
20,45,2,1,80,1,1,2,1,1,1,160,2,2,1,1,1,1,1,1,0,24,99,99,2,2,1,2,2,1,1,1,14,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,16,2,1,1,0,1,1,1,1,1,1,1,1,2,2,1,269,295,7,27,250,1,2,2,0,295,0.4982,0.1472,0.0336,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
5,36,2,1,54,1,1,2,1,1,1,130,2,2,2,1,1,1,2,1,0,24,99,99,3,1,3,1,2,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,28,191,6,19,1,1,2,2,0,191,0.4119,0.0615,0.0335,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
6,18,1,2,79,1,1,1,1,1,1,160,2,2,2,2,1,2,1,1,0,24,99,99,3,1,3,1,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,1,1,2,1,11,1,1,1,1,1,1,1,23,23,7,27,1,1,2,2,1,11,0.9249,0.4752,0.2108,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,24,2,2,81,1,1,1,1,1,1,150,2,2,2,2,1,1,1,1,0,24,99,99,3,2,1,2,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,2,2,1,20,503,7,27,1,1,2,2,0,503,0.764,0.2203,0.0576,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,24,2,1,69,1,1,1,1,1,1,160,1,1,1,1,1,1,1,2,0,24,99,99,3,2,1,2,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,20,503,7,27,1,1,2,2,0,503,0.2495,0.06,0.0181,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
8,45,1,1,84,1,1,2,1,1,1,110,1,2,2,2,3,3,3,2,0,24,99,99,4,2,1,2,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,20,1,1,2,1,20,1,1,1,1,1,1,1,47,47,7,27,1,1,2,2,1,20,0.9759,0.7439,0.4151,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
16,12,2,2,85,1,1,2,1,1,1,180,1,2,2,1,3,1,1,1,0,24,99,99,5,1,2,1,1,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,103,273,5,14,1,1,2,2,0,273,0.74,0.2113,0.0464,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,38,2,2,88,1,1,1,1,1,1,190,1,1,1,1,2,2,1,1,1,24,99,99,5,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,30,4,1,1,1,1,1,1,26,34,7,27,5,1,2,1,1,30,0.6965,0.1835,0.0354,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,17,2,1,71,1,1,2,2,1,1,160,1,1,1,1,1,1,2,1,0,24,99,99,5,2,3,2,2,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,1,0,1,1,1,1,1,1,1,1,2,2,1,98,190,7,27,1,1,2,2,0,190,0.2609,0.0639,0.0186,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
17,4,2,2,55,2,1,1,1,1,1,160,2,2,2,2,1,1,1,1,0,24,99,99,6,2,1,2,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,20,167,1,3,1,11,2,2,0,167,0.4703,0.0568,0.0304,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
4,16,1,1,69,2,1,2,2,1,1,170,2,2,2,1,2,3,1,1,0,24,99,99,6,2,1,2,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,32,188,7,27,1,1,2,2,0,188,0.8356,0.373,0.1916,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
5,28,2,1,72,1,1,2,1,1,1,160,2,2,2,1,2,2,1,1,0,24,99,99,1,1,3,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,23,180,6,19,1,1,2,2,0,180,0.6707,0.2114,0.0725,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ball_defect
4,18,2,2,57,2,1,1,1,1,1,150,1,2,1,1,1,1,1,1,0,24,99,99,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,29,186,7,27,1,1,2,2,0,186,0.2117,0.0245,0.0115,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,8,2,1,64,2,1,1,1,1,1,170,1,2,2,1,1,1,2,1,0,24,99,99,3,1,2,1,2,1,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,0,1,1,1,1,1,1,2,1,2,2,1,101,201,7,27,1,1,2,2,0,201,0.374,0.0821,0.0312,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outer_race_defect
2,27,2,2,81,1,1,2,1,1,1,180,1,2,2,1,1,1,1,1,0,24,99,99,3,2,1,2,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,4,2,1,24,210,5,14,1,1,2,2,0,210,0.5773,0.1299,0.0298,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
2,22,1,1,83,1,1,2,2,1,1,160,2,2,2,2,1,1,1,1,0,24,99,99,4,1,3,1,1,2,1,1,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,29,6,1,1,1,1,1,1,69,188,5,14,1,1,2,2,1,29,0.8927,0.508,0.1965,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,17,2,1,52,1,1,1,1,1,1,195,2,2,2,1,1,1,1,1,0,24,99,99,5,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,20,182,7,27,1,3,2,1,0,182,0.2877,0.0418,0.0231,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
6,13,2,1,55,2,1,1,1,1,1,180,2,2,2,2,1,1,1,1,0,24,99,99,5,2,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,7,2,1,1,0,1,1,1,1,1,1,1,2,2,1,2,27,183,7,27,1,1,2,2,0,183,0.3967,0.068,0.035,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,21,2,1,78,1,1,1,1,1,1,150,2,2,2,2,1,1,1,1,0,24,99,99,6,1,2,1,1,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,14,5,1,1,0,1,1,1,1,1,1,1,2,2,1,1,19,196,7,27,1,1,2,2,0,196,0.6655,0.2204,0.0611,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,15,2,2,85,1,1,1,1,1,1,170,2,2,2,1,1,1,1,1,0,12,99,99,2,2,1,2,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,2,1,22,197,7,27,1,1,2,2,0,197,0.7377,0.21,0.0462,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
16,3,2,1,56,2,1,2,1,1,1,120,2,2,2,2,1,1,1,1,0,12,99,99,2,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,5,1,1,0,1,1,1,1,1,1,2,1,2,1,2,92,267,5,14,1,112,2,1,0,267,0.445,0.0706,0.0356,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,10,2,2,83,2,1,1,1,1,1,170,2,2,2,2,1,1,1,1,0,12,99,99,3,2,2,2,1,1,1,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,16,191,7,27,1,1,2,2,0,191,0.7832,0.2422,0.0606,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
1,15,2,2,76,1,1,1,1,1,1,158,1,1,2,1,1,1,1,1,0,12,99,99,3,1,1,1,2,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,16,191,7,27,1,1,2,2,0,191,0.4045,0.0765,0.019,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,11,2,2,87,2,1,1,1,1,1,180,2,2,2,2,1,1,1,1,0,12,99,99,5,2,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,4,1,2,1,8,4,1,1,1,1,1,1,18,18,7,27,1,12,1,2,1,8,0.8359,0.2959,0.0677,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,11,1,2,84,2,1,1,1,1,1,190,2,2,2,2,1,1,1,1,0,12,99,99,5,1,2,1,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,1,2,1,6,4,1,1,1,1,1,1,22,22,7,27,1,12,2,1,1,6,0.9236,0.4795,0.1796,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Inner_race_defect
6,10,2,2,83,2,1,1,1,1,1,140,2,2,2,1,1,1,1,1,0,12,99,99,5,2,1,2,2,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,12,5,1,1,0,1,1,1,1,1,1,1,2,5,1,1,21,196,7,27,1,1,2,2,0,196,0.7241,0.1918,0.0441,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy
